Date,Product,Region,Units_Sold,Price,Revenue,Marketing_Spend,Inventory_Level,Season
2025-07-30,Cough Syrup,South,124,20,2480,1513,3350,Monsoon
2025-07-31,Paracetamol,South,247,46,11362,268,3290,Spring
2025-07-31,Insulin,West,185,47,8695,3675,1144,Winter
2025-07-31,Vitamin C,East,236,23,5428,359,4571,Summer
2025-07-31,Antibiotic,South,199,11,2189,2409,3122,Monsoon
2025-07-31,Pain Relief,South,53,44,2332,4775,2460,Monsoon
2025-07-31,Cough Syrup,West,276,46,12696,2747,1942,Winter
2025-08-01,Paracetamol,West,213,17,3621,745,4976,Spring
2025-08-01,Insulin,West,117,12,1404,3749,2609,Spring
2025-08-01,Vitamin C,West,171,37,6327,685,3117,Summer
2025-08-01,Antibiotic,South,254,17,4318,4159,4372,Monsoon
2025-08-01,Pain Relief,South,158,13,2054,2083,552,Spring
2025-08-01,Cough Syrup,East,88,24,2112,4125,2175,Summer
2025-08-02,Paracetamol,North,194,47,9118,2248,2433,Spring
2025-08-02,Insulin,West,54,22,1188,1434,576,Spring
2025-08-02,Vitamin C,East,146,29,4234,4165,2777,Spring
2025-08-02,Antibiotic,East,96,7,672,3380,3609,Winter
2025-08-02,Pain Relief,East,130,39,5070,3160,4737,Winter
2025-08-02,Cough Syrup,South,132,33,4356,2328,1722,Spring
2025-08-03,Paracetamol,South,70,31,2170,4226,556,Winter
2025-08-03,Insulin,East,200,47,9400,2905,997,Monsoon
2025-08-03,Vitamin C,South,123,20,2460,1115,1903,Monsoon
2025-08-03,Antibiotic,South,231,39,9009,3086,3968,Summer
2025-08-03,Pain Relief,South,205,31,6355,1534,1188,Monsoon
2025-08-03,Cough Syrup,South,108,39,4212,3576,1621,Monsoon
2025-08-04,Paracetamol,East,70,16,1120,594,2134,Summer
2025-08-04,Insulin,West,118,13,1534,1876,3498,Winter
2025-08-04,Vitamin C,East,285,5,1425,3368,983,Summer
2025-08-04,Antibiotic,West,154,32,4928,1988,3484,Monsoon
2025-08-04,Pain Relief,South,219,28,6132,3488,3499,Monsoon
2025-08-04,Cough Syrup,North,143,44,6292,1339,2525,Spring
2025-08-05,Paracetamol,East,117,12,1404,1773,3380,Spring
2025-08-05,Insulin,North,232,37,8584,4284,2829,Spring
2025-08-05,Vitamin C,East,114,29,3306,488,3082,Monsoon
2025-08-05,Antibiotic,South,100,46,4600,3050,1804,Winter
2025-08-05,Pain Relief,East,250,25,6250,4363,1918,Spring
2025-08-05,Cough Syrup,East,300,39,11700,1053,4092,Winter
2025-08-06,Paracetamol,South,166,14,2324,4184,1294,Summer
2025-08-06,Insulin,West,233,11,2563,1322,2104,Spring
2025-08-06,Vitamin C,South,274,40,10960,1346,4008,Summer
2025-08-06,Antibiotic,North,156,36,5616,1151,1046,Winter
2025-08-06,Pain Relief,South,189,33,6237,2831,4587,Winter
2025-08-06,Cough Syrup,West,205,12,2460,4374,4819,Winter
2025-08-07,Paracetamol,West,276,20,5520,800,1743,Winter
2025-08-07,Insulin,North,279,12,3348,2310,3294,Summer
2025-08-07,Vitamin C,North,142,46,6532,4953,1266,Winter
2025-08-07,Antibiotic,South,239,49,11711,3937,1642,Monsoon
2025-08-07,Pain Relief,North,125,45,5625,3670,2052,Monsoon
2025-08-07,Cough Syrup,East,87,11,957,2564,1745,Summer
2025-08-08,Paracetamol,East,52,44,2288,2976,4978,Spring
2025-08-08,Insulin,North,199,46,9154,3638,4194,Monsoon
2025-08-08,Vitamin C,North,179,5,895,1845,730,Winter
2025-08-08,Antibiotic,South,290,45,13050,4250,3786,Summer
2025-08-08,Pain Relief,East,293,30,8790,1997,1880,Winter
2025-08-08,Cough Syrup,South,268,24,6432,3848,1708,Summer
2025-08-09,Paracetamol,West,212,6,1272,3606,1029,Winter
2025-08-09,Insulin,East,132,45,5940,832,3238,Summer
2025-08-09,Vitamin C,North,75,23,1725,1623,3759,Summer
2025-08-09,Antibiotic,East,133,20,2660,3432,1562,Winter
2025-08-09,Pain Relief,South,225,33,7425,4855,2550,Monsoon
2025-08-09,Cough Syrup,East,238,47,11186,4609,2833,Winter
2025-08-10,Paracetamol,South,238,5,1190,1729,501,Winter
2025-08-10,Insulin,West,168,38,6384,4865,1960,Winter
2025-08-10,Vitamin C,North,211,34,7174,3276,2754,Summer
2025-08-10,Antibiotic,East,249,28,6972,1213,3492,Summer
2025-08-10,Pain Relief,North,121,32,3872,2206,846,Summer
2025-08-10,Cough Syrup,West,59,45,2655,1997,1721,Spring
2025-08-11,Paracetamol,South,145,30,4350,4580,1475,Spring
2025-08-11,Insulin,South,54,35,1890,1862,1585,Spring
2025-08-11,Vitamin C,South,293,17,4981,566,849,Winter
2025-08-11,Antibiotic,North,132,27,3564,1910,2566,Monsoon
2025-08-11,Pain Relief,East,161,21,3381,4918,1879,Spring
2025-08-11,Cough Syrup,North,141,13,1833,4382,986,Monsoon
2025-08-12,Paracetamol,East,294,25,7350,3547,1435,Winter
2025-08-12,Insulin,East,277,9,2493,1709,563,Monsoon
2025-08-12,Vitamin C,South,57,32,1824,3175,4670,Summer
2025-08-12,Antibiotic,West,157,27,4239,605,2447,Winter
2025-08-12,Pain Relief,West,220,27,5940,3007,4166,Winter
2025-08-12,Cough Syrup,East,106,37,3922,2765,3753,Spring
2025-08-13,Paracetamol,West,71,8,568,3045,4045,Summer
2025-08-13,Insulin,West,260,40,10400,745,1617,Summer
2025-08-13,Vitamin C,South,205,5,1025,4401,1938,Summer
2025-08-13,Antibiotic,South,278,23,6394,390,1290,Spring
2025-08-13,Pain Relief,South,107,13,1391,1278,534,Monsoon
2025-08-13,Cough Syrup,North,171,18,3078,2247,710,Spring
2025-08-14,Paracetamol,South,154,41,6314,3317,3919,Spring
2025-08-14,Insulin,West,57,30,1710,4358,4367,Winter
2025-08-14,Vitamin C,North,119,15,1785,3248,2754,Spring
2025-08-14,Antibiotic,West,254,24,6096,2413,3454,Monsoon
2025-08-14,Pain Relief,South,222,16,3552,218,2936,Monsoon
2025-08-14,Cough Syrup,North,231,38,8778,3279,4398,Summer
2025-08-15,Paracetamol,North,59,22,1298,1732,746,Summer
2025-08-15,Insulin,South,283,8,2264,564,1857,Winter
2025-08-15,Vitamin C,North,182,18,3276,328,2600,Spring
2025-08-15,Antibiotic,South,226,11,2486,3259,513,Summer
2025-08-15,Pain Relief,East,165,25,4125,1743,1540,Winter
2025-08-15,Cough Syrup,South,241,13,3133,2348,2969,Winter
2025-08-16,Paracetamol,South,154,36,5544,4183,3651,Summer
2025-08-16,Insulin,North,286,46,13156,2796,864,Spring
2025-08-16,Vitamin C,North,69,34,2346,4276,3533,Summer
2025-08-16,Antibiotic,South,143,8,1144,1456,4710,Summer
2025-08-16,Pain Relief,East,266,32,8512,4095,4715,Summer
2025-08-16,Cough Syrup,West,250,12,3000,2883,3217,Monsoon
2025-08-17,Paracetamol,South,210,25,5250,4858,729,Monsoon
2025-08-17,Insulin,South,297,40,11880,3278,3274,Spring
2025-08-17,Vitamin C,East,277,6,1662,3396,3827,Summer
2025-08-17,Antibiotic,West,85,6,510,4363,4177,Spring
2025-08-17,Pain Relief,North,208,41,8528,2474,4860,Monsoon
2025-08-17,Cough Syrup,East,262,29,7598,2164,3253,Monsoon
2025-08-18,Paracetamol,East,101,20,2020,4355,2327,Spring
2025-08-18,Insulin,East,291,19,5529,3809,1567,Winter
2025-08-18,Vitamin C,East,214,17,3638,4918,4080,Summer
2025-08-18,Antibiotic,West,112,12,1344,1873,3572,Monsoon
2025-08-18,Pain Relief,South,87,42,3654,2188,1704,Summer
2025-08-18,Cough Syrup,South,77,10,770,1693,1430,Monsoon
2025-08-19,Paracetamol,West,158,19,3002,3525,2029,Monsoon
2025-08-19,Insulin,West,158,9,1422,894,4394,Spring
2025-08-19,Vitamin C,North,289,35,10115,4818,1266,Summer
2025-08-19,Antibiotic,West,175,47,8225,4988,3229,Spring
2025-08-19,Pain Relief,South,217,30,6510,3164,1945,Winter
2025-08-19,Cough Syrup,North,281,25,7025,1111,3300,Summer
2025-08-20,Paracetamol,North,95,7,665,4207,1398,Spring
2025-08-20,Insulin,West,265,48,12720,596,2504,Spring
2025-08-20,Vitamin C,South,164,39,6396,1378,3028,Spring
2025-08-20,Antibiotic,East,172,32,5504,3569,518,Summer
2025-08-20,Pain Relief,East,253,35,8855,3503,4031,Spring
2025-08-20,Cough Syrup,East,245,31,7595,2962,635,Winter
2025-08-21,Paracetamol,South,117,22,2574,1353,1071,Spring
2025-08-21,Insulin,West,249,46,11454,3459,4466,Summer
2025-08-21,Vitamin C,East,214,38,8132,4331,2349,Winter
2025-08-21,Antibiotic,West,236,13,3068,316,2357,Summer
2025-08-21,Pain Relief,West,163,7,1141,1424,4699,Summer
2025-08-21,Cough Syrup,West,145,39,5655,4972,3271,Winter
2025-08-22,Paracetamol,North,197,9,1773,3181,2179,Summer
2025-08-22,Insulin,West,256,47,12032,465,3190,Winter
2025-08-22,Vitamin C,North,75,27,2025,928,1417,Winter
2025-08-22,Antibiotic,East,161,49,7889,810,4157,Summer
2025-08-22,Pain Relief,North,238,28,6664,4368,4146,Winter
2025-08-22,Cough Syrup,South,117,26,3042,3992,1099,Summer
2025-08-23,Paracetamol,South,167,9,1503,897,3314,Summer
2025-08-23,Insulin,South,165,24,3960,2312,1599,Monsoon
2025-08-23,Vitamin C,West,55,34,1870,1617,3665,Spring
2025-08-23,Antibiotic,East,130,18,2340,2952,2816,Spring
2025-08-23,Pain Relief,South,63,47,2961,1171,1355,Summer
2025-08-23,Cough Syrup,North,87,44,3828,1699,2363,Monsoon
2025-08-24,Paracetamol,South,82,35,2870,3742,998,Summer
2025-08-24,Insulin,South,267,9,2403,1600,4117,Monsoon
2025-08-24,Vitamin C,East,162,23,3726,1721,2277,Monsoon
2025-08-24,Antibiotic,West,129,44,5676,3678,1701,Winter
2025-08-24,Pain Relief,North,176,23,4048,3508,1115,Monsoon
2025-08-24,Cough Syrup,East,53,48,2544,3028,741,Spring
2025-08-25,Paracetamol,North,149,27,4023,3876,1845,Winter
2025-08-25,Insulin,South,280,23,6440,1002,3330,Monsoon
2025-08-25,Vitamin C,East,108,42,4536,4962,1961,Summer
2025-08-25,Antibiotic,West,249,38,9462,3505,723,Spring
2025-08-25,Pain Relief,West,124,18,2232,1435,2250,Summer
2025-08-25,Cough Syrup,East,184,50,9200,384,1403,Monsoon
2025-08-26,Paracetamol,South,213,45,9585,3420,573,Monsoon
2025-08-26,Insulin,South,161,34,5474,3209,4336,Monsoon
2025-08-26,Vitamin C,North,172,41,7052,402,3116,Summer
2025-08-26,Antibiotic,North,166,30,4980,1398,560,Monsoon
2025-08-26,Pain Relief,East,99,43,4257,4357,3066,Summer
2025-08-26,Cough Syrup,South,65,28,1820,3834,4603,Monsoon
2025-08-27,Paracetamol,South,53,10,530,4398,2876,Winter
2025-08-27,Insulin,North,277,49,13573,1768,1826,Spring
2025-08-27,Vitamin C,West,256,30,7680,1550,500,Monsoon
2025-08-27,Antibiotic,East,178,25,4450,4221,1081,Monsoon
2025-08-27,Pain Relief,South,168,40,6720,2432,4237,Summer
2025-08-27,Cough Syrup,North,230,9,2070,635,3691,Summer
2025-08-28,Paracetamol,South,134,23,3082,467,3416,Summer
2025-08-28,Insulin,West,147,8,1176,1611,2484,Monsoon
2025-08-28,Vitamin C,South,139,10,1390,3630,4390,Spring
2025-08-28,Antibiotic,West,91,20,1820,4533,3962,Monsoon
2025-08-28,Pain Relief,North,101,50,5050,572,3785,Monsoon
2025-08-28,Cough Syrup,North,126,32,4032,1244,3574,Summer
2025-08-29,Paracetamol,East,57,33,1881,416,1108,Spring
2025-08-29,Insulin,West,146,21,3066,2485,2883,Summer
2025-08-29,Vitamin C,West,111,29,3219,4901,2010,Monsoon
2025-08-29,Antibiotic,South,291,16,4656,637,3149,Summer
2025-08-29,Pain Relief,North,153,50,7650,3828,1100,Monsoon
2025-08-29,Cough Syrup,East,107,26,2782,2466,1539,Winter
2025-08-30,Paracetamol,South,118,38,4484,1685,727,Winter
2025-08-30,Insulin,North,93,10,930,3141,4047,Summer
2025-08-30,Vitamin C,West,251,9,2259,2518,2620,Summer
2025-08-30,Antibiotic,South,224,17,3808,1947,2353,Spring
2025-08-30,Pain Relief,North,215,18,3870,2129,3278,Monsoon
2025-08-30,Cough Syrup,North,67,31,2077,3171,713,Winter
2025-08-31,Paracetamol,South,203,31,6293,2406,2536,Winter
2025-08-31,Insulin,South,63,28,1764,1959,4372,Monsoon
2025-08-31,Vitamin C,West,201,5,1005,3574,4778,Monsoon
2025-08-31,Antibiotic,West,264,16,4224,830,2656,Summer
2025-08-31,Pain Relief,South,80,32,2560,1103,4835,Winter
2025-08-31,Cough Syrup,East,136,16,2176,479,4849,Winter
2025-09-01,Paracetamol,South,209,8,1672,425,2506,Monsoon
2025-09-01,Insulin,South,169,21,3549,2597,3852,Winter
2025-09-01,Vitamin C,West,91,8,728,2250,1543,Monsoon
2025-09-01,Antibiotic,West,104,22,2288,4613,3344,Summer
2025-09-01,Pain Relief,West,291,24,6984,1487,3865,Summer
2025-09-01,Cough Syrup,South,55,8,440,955,804,Spring
2025-09-02,Paracetamol,West,209,46,9614,1369,2415,Monsoon
2025-09-02,Insulin,West,145,46,6670,4668,3282,Spring
2025-09-02,Vitamin C,South,112,35,3920,3875,1706,Spring
2025-09-02,Antibiotic,South,187,7,1309,4022,740,Spring
2025-09-02,Pain Relief,East,134,36,4824,859,2224,Monsoon
2025-09-02,Cough Syrup,West,263,41,10783,2048,2048,Spring
2025-09-03,Paracetamol,East,269,20,5380,2425,679,Spring
2025-09-03,Insulin,South,130,10,1300,1903,2241,Winter
2025-09-03,Vitamin C,North,139,11,1529,2814,4731,Monsoon
2025-09-03,Antibiotic,East,271,34,9214,1540,2004,Monsoon
2025-09-03,Pain Relief,East,243,23,5589,3720,2440,Spring
2025-09-03,Cough Syrup,South,149,47,7003,2543,3383,Monsoon
2025-09-04,Paracetamol,West,203,19,3857,3751,4164,Summer
2025-09-04,Insulin,East,197,35,6895,407,1583,Spring
2025-09-04,Vitamin C,West,222,45,9990,3889,3375,Summer
2025-09-04,Antibiotic,East,56,25,1400,4934,3432,Summer
2025-09-04,Pain Relief,North,143,36,5148,3643,3055,Winter
2025-09-04,Cough Syrup,South,254,43,10922,1486,1234,Spring
2025-09-05,Paracetamol,South,183,49,8967,1061,3870,Summer
2025-09-05,Insulin,East,183,5,915,1465,3509,Spring
2025-09-05,Vitamin C,North,73,29,2117,4921,1982,Winter
2025-09-05,Antibiotic,East,107,23,2461,1458,4485,Spring
2025-09-05,Pain Relief,North,93,16,1488,1875,3662,Spring
2025-09-05,Cough Syrup,East,245,20,4900,4098,3007,Winter
2025-09-06,Paracetamol,North,235,25,5875,1907,2407,Winter
2025-09-06,Insulin,East,79,48,3792,585,3207,Spring
2025-09-06,Vitamin C,East,298,29,8642,526,1484,Winter
2025-09-06,Antibiotic,West,198,36,7128,4582,2486,Monsoon
2025-09-06,Pain Relief,West,210,21,4410,4798,3866,Spring
2025-09-06,Cough Syrup,South,218,26,5668,1271,2813,Spring
2025-09-07,Paracetamol,South,300,26,7800,217,4507,Monsoon
2025-09-07,Insulin,West,259,19,4921,4817,1064,Winter
2025-09-07,Vitamin C,West,277,36,9972,405,1421,Monsoon
2025-09-07,Antibiotic,South,108,17,1836,3321,3174,Summer
2025-09-07,Pain Relief,East,233,9,2097,3446,2652,Spring
2025-09-07,Cough Syrup,East,295,32,9440,3029,1935,Spring
2025-09-08,Paracetamol,South,149,28,4172,3109,3208,Spring
2025-09-08,Insulin,South,156,17,2652,2586,732,Monsoon
2025-09-08,Vitamin C,East,140,23,3220,3122,4116,Summer
2025-09-08,Antibiotic,East,104,27,2808,2423,2578,Monsoon
2025-09-08,Pain Relief,East,184,15,2760,2922,4416,Winter
2025-09-08,Cough Syrup,East,146,10,1460,4604,2124,Monsoon
2025-09-09,Paracetamol,East,67,28,1876,875,2580,Spring
2025-09-09,Insulin,West,238,35,8330,1042,1001,Summer
2025-09-09,Vitamin C,East,255,42,10710,389,3753,Monsoon
2025-09-09,Antibiotic,South,267,35,9345,1748,3195,Summer
2025-09-09,Pain Relief,North,86,12,1032,4399,3773,Spring
2025-09-09,Cough Syrup,North,162,17,2754,1884,3041,Spring
2025-09-10,Paracetamol,North,73,16,1168,2711,4495,Winter
2025-09-10,Insulin,West,259,8,2072,3294,2334,Monsoon
2025-09-10,Vitamin C,East,154,30,4620,2533,743,Spring
2025-09-10,Antibiotic,North,59,7,413,4275,3896,Summer
2025-09-10,Pain Relief,North,164,47,7708,4252,1927,Spring
2025-09-10,Cough Syrup,South,103,5,515,259,3636,Summer
2025-09-11,Paracetamol,South,188,39,7332,3515,4706,Winter
2025-09-11,Insulin,North,118,14,1652,3160,3777,Summer
2025-09-11,Vitamin C,North,103,37,3811,2800,2523,Monsoon
2025-09-11,Antibiotic,East,145,27,3915,3610,4501,Monsoon
2025-09-11,Pain Relief,South,136,32,4352,4393,3868,Summer
2025-09-11,Cough Syrup,South,95,27,2565,3242,2781,Winter
2025-09-12,Paracetamol,North,62,13,806,3277,2285,Monsoon
2025-09-12,Insulin,West,129,23,2967,4709,2700,Summer
2025-09-12,Vitamin C,West,81,28,2268,4757,2136,Monsoon
2025-09-12,Antibiotic,East,195,33,6435,4668,2906,Monsoon
2025-09-12,Pain Relief,South,239,13,3107,2111,593,Monsoon
2025-09-12,Cough Syrup,East,117,14,1638,706,1563,Winter
2025-09-13,Paracetamol,South,148,49,7252,1785,3523,Summer
2025-09-13,Insulin,North,56,43,2408,838,4443,Summer
2025-09-13,Vitamin C,West,153,27,4131,3857,4436,Spring
2025-09-13,Antibiotic,West,252,39,9828,1954,2972,Winter
2025-09-13,Pain Relief,South,282,32,9024,4662,4776,Summer
2025-09-13,Cough Syrup,South,104,20,2080,3362,4745,Spring
2025-09-14,Paracetamol,East,237,26,6162,3429,1659,Winter
2025-09-14,Insulin,North,83,37,3071,3390,4740,Winter
2025-09-14,Vitamin C,East,159,39,6201,495,4480,Summer
2025-09-14,Antibiotic,South,143,11,1573,2389,1393,Summer
2025-09-14,Pain Relief,South,132,10,1320,3700,1728,Spring
2025-09-14,Cough Syrup,West,59,20,1180,2015,3564,Summer
2025-09-15,Paracetamol,East,212,27,5724,827,3165,Summer
2025-09-15,Insulin,East,55,12,660,583,542,Winter
2025-09-15,Vitamin C,West,289,29,8381,1001,3803,Summer
2025-09-15,Antibiotic,East,188,50,9400,3784,2338,Spring
2025-09-15,Pain Relief,East,127,27,3429,2607,4571,Winter
2025-09-15,Cough Syrup,East,282,31,8742,3286,1219,Summer
2025-09-16,Paracetamol,West,51,12,612,3883,3261,Summer
2025-09-16,Insulin,South,187,5,935,4630,526,Monsoon
2025-09-16,Vitamin C,North,238,5,1190,3077,1245,Monsoon
2025-09-16,Antibiotic,East,177,37,6549,2139,995,Monsoon
2025-09-16,Pain Relief,North,58,49,2842,2791,4801,Winter
2025-09-16,Cough Syrup,East,94,33,3102,2634,4409,Monsoon
2025-09-17,Paracetamol,East,98,31,3038,1450,2036,Spring
2025-09-17,Insulin,West,218,35,7630,3553,4998,Winter
2025-09-17,Vitamin C,East,213,44,9372,1479,2793,Winter
2025-09-17,Antibiotic,East,176,30,5280,2364,3809,Summer
2025-09-17,Pain Relief,North,83,20,1660,3733,2064,Winter
2025-09-17,Cough Syrup,West,192,16,3072,3835,2783,Summer
2025-09-18,Paracetamol,East,131,16,2096,4800,4029,Monsoon
2025-09-18,Insulin,South,239,18,4302,1092,2312,Summer
2025-09-18,Vitamin C,East,235,13,3055,462,4040,Spring
2025-09-18,Antibiotic,North,228,21,4788,2069,4239,Monsoon
2025-09-18,Pain Relief,South,181,10,1810,2175,3782,Spring
2025-09-18,Cough Syrup,North,119,40,4760,4752,3853,Spring
2025-09-19,Paracetamol,East,201,49,9849,479,3214,Monsoon
2025-09-19,Insulin,South,107,36,3852,2357,514,Monsoon
2025-09-19,Vitamin C,West,289,21,6069,1190,3045,Summer
2025-09-19,Antibiotic,West,266,22,5852,4699,776,Winter
2025-09-19,Pain Relief,North,234,7,1638,2998,4683,Spring
2025-09-19,Cough Syrup,South,172,23,3956,4762,3644,Spring
2025-09-20,Paracetamol,West,244,27,6588,4569,4255,Monsoon
2025-09-20,Insulin,South,287,35,10045,1389,4343,Winter
2025-09-20,Vitamin C,East,111,14,1554,1247,3926,Spring
2025-09-20,Antibiotic,North,177,19,3363,607,1577,Summer
2025-09-20,Pain Relief,West,153,17,2601,1991,2359,Winter
2025-09-20,Cough Syrup,West,257,42,10794,1767,3537,Winter
2025-09-21,Paracetamol,North,158,7,1106,3387,4591,Winter
2025-09-21,Insulin,South,185,9,1665,2000,616,Summer
2025-09-21,Vitamin C,East,145,39,5655,1434,2576,Winter
2025-09-21,Antibiotic,North,232,20,4640,4278,2765,Summer
2025-09-21,Pain Relief,East,249,39,9711,4199,4246,Summer
2025-09-21,Cough Syrup,South,63,12,756,2739,872,Winter
2025-09-22,Paracetamol,East,89,17,1513,4294,3822,Spring
2025-09-22,Insulin,South,165,29,4785,4807,1176,Winter
2025-09-22,Vitamin C,South,62,31,1922,1469,3475,Summer
2025-09-22,Antibiotic,North,83,11,913,444,713,Monsoon
2025-09-22,Pain Relief,North,117,17,1989,1563,2652,Monsoon
2025-09-22,Cough Syrup,South,72,12,864,1143,3764,Monsoon
2025-09-23,Paracetamol,East,168,43,7224,1200,3254,Monsoon
2025-09-23,Insulin,North,258,30,7740,2321,2672,Winter
2025-09-23,Vitamin C,South,187,11,2057,1711,961,Summer
2025-09-23,Antibiotic,East,108,5,540,803,2060,Winter
2025-09-23,Pain Relief,West,163,11,1793,4655,961,Summer
2025-09-23,Cough Syrup,East,52,39,2028,4461,3756,Winter
2025-09-24,Paracetamol,South,114,10,1140,2304,4653,Spring
2025-09-24,Insulin,East,150,21,3150,998,1994,Summer
2025-09-24,Vitamin C,North,180,47,8460,1822,4522,Summer
2025-09-24,Antibiotic,South,217,28,6076,2231,2822,Summer
2025-09-24,Pain Relief,North,280,27,7560,1762,3865,Monsoon
2025-09-24,Cough Syrup,North,253,13,3289,4439,4406,Monsoon
2025-09-25,Paracetamol,East,176,32,5632,1449,4815,Winter
2025-09-25,Insulin,South,101,28,2828,3474,4281,Monsoon
2025-09-25,Vitamin C,West,245,17,4165,4129,1082,Summer
2025-09-25,Antibiotic,East,288,42,12096,1673,3467,Summer
2025-09-25,Pain Relief,East,181,16,2896,2053,2516,Winter
2025-09-25,Cough Syrup,North,235,49,11515,270,4606,Spring
2025-09-26,Paracetamol,South,67,15,1005,2330,517,Summer
2025-09-26,Insulin,North,254,19,4826,2685,906,Summer
2025-09-26,Vitamin C,North,259,19,4921,2437,1668,Winter
2025-09-26,Antibiotic,East,178,15,2670,3741,4785,Summer
2025-09-26,Pain Relief,South,189,47,8883,4032,1898,Monsoon
2025-09-26,Cough Syrup,South,279,25,6975,4210,2695,Summer
2025-09-27,Paracetamol,East,294,32,9408,3804,4815,Winter
2025-09-27,Insulin,North,222,29,6438,1502,4389,Winter
2025-09-27,Vitamin C,West,130,40,5200,890,1139,Summer
2025-09-27,Antibiotic,South,121,28,3388,1152,3495,Winter
2025-09-27,Pain Relief,West,97,16,1552,1996,1183,Summer
2025-09-27,Cough Syrup,West,211,18,3798,3281,2946,Monsoon
2025-09-28,Paracetamol,East,165,6,990,2675,1298,Spring
2025-09-28,Insulin,East,138,44,6072,3501,1843,Spring
2025-09-28,Vitamin C,East,59,15,885,1098,1249,Winter
2025-09-28,Antibiotic,East,256,27,6912,1488,1406,Monsoon
2025-09-28,Pain Relief,East,234,11,2574,638,4288,Monsoon
2025-09-28,Cough Syrup,South,249,41,10209,1284,2138,Summer
2025-09-29,Paracetamol,North,283,44,12452,1150,1637,Spring
2025-09-29,Insulin,West,205,23,4715,2433,4221,Summer
2025-09-29,Vitamin C,West,238,27,6426,1716,767,Winter
2025-09-29,Antibiotic,West,168,45,7560,2053,1561,Winter
2025-09-29,Pain Relief,South,56,34,1904,3917,4070,Spring
2025-09-29,Cough Syrup,East,276,5,1380,3519,3913,Winter
2025-09-30,Paracetamol,East,163,23,3749,266,1290,Monsoon
2025-09-30,Insulin,East,118,38,4484,4882,2433,Summer
2025-09-30,Vitamin C,South,139,24,3336,2320,4459,Monsoon
2025-09-30,Antibiotic,West,163,27,4401,3030,4018,Monsoon
2025-09-30,Pain Relief,North,280,48,13440,342,2928,Monsoon
2025-09-30,Cough Syrup,North,57,14,798,3016,3833,Summer
2025-10-01,Paracetamol,South,125,19,2375,2072,988,Spring
2025-10-01,Insulin,East,240,15,3600,3493,2405,Spring
2025-10-01,Vitamin C,West,182,38,6916,962,4328,Monsoon
2025-10-01,Antibiotic,West,257,48,12336,1794,1530,Monsoon
2025-10-01,Pain Relief,North,145,41,5945,4892,3458,Summer
2025-10-01,Cough Syrup,South,65,23,1495,3521,3855,Monsoon
2025-10-02,Paracetamol,East,152,25,3800,329,1077,Spring
2025-10-02,Insulin,South,115,11,1265,326,3039,Monsoon
2025-10-02,Vitamin C,South,155,14,2170,2804,4081,Summer
2025-10-02,Antibiotic,West,189,10,1890,789,4501,Monsoon
2025-10-02,Pain Relief,West,152,39,5928,4726,3641,Spring
2025-10-02,Cough Syrup,East,167,22,3674,3651,1767,Summer
2025-10-03,Paracetamol,East,81,25,2025,2702,2961,Winter
2025-10-03,Insulin,North,230,25,5750,698,1001,Summer
2025-10-03,Vitamin C,East,247,42,10374,4631,796,Winter
2025-10-03,Antibiotic,East,57,18,1026,2928,738,Summer
2025-10-03,Pain Relief,East,60,45,2700,3248,4274,Monsoon
2025-10-03,Cough Syrup,South,189,10,1890,2407,840,Spring
2025-10-04,Paracetamol,South,285,34,9690,3416,3781,Spring
2025-10-04,Insulin,East,190,32,6080,3364,2513,Winter
2025-10-04,Vitamin C,North,228,12,2736,3653,3578,Summer
2025-10-04,Antibiotic,South,299,10,2990,635,3562,Summer
2025-10-04,Pain Relief,South,97,44,4268,3480,2187,Spring
2025-10-04,Cough Syrup,North,74,37,2738,747,1613,Summer
2025-10-05,Paracetamol,South,144,12,1728,270,3643,Spring
2025-10-05,Insulin,South,235,6,1410,3633,1208,Monsoon
2025-10-05,Vitamin C,South,79,13,1027,2461,1658,Monsoon
2025-10-05,Antibiotic,West,68,16,1088,1921,4636,Spring
2025-10-05,Pain Relief,North,88,11,968,3563,4794,Spring
2025-10-05,Cough Syrup,West,216,14,3024,4498,4047,Winter
2025-10-06,Paracetamol,East,184,12,2208,3599,4651,Summer
2025-10-06,Insulin,North,224,24,5376,1396,2445,Summer
2025-10-06,Vitamin C,West,211,41,8651,2610,1139,Summer
2025-10-06,Antibiotic,West,136,14,1904,2139,1427,Monsoon
2025-10-06,Pain Relief,West,67,6,402,4149,4040,Monsoon
2025-10-06,Cough Syrup,East,167,36,6012,1294,2381,Monsoon
2025-10-07,Paracetamol,North,258,46,11868,1540,4851,Summer
2025-10-07,Insulin,North,91,47,4277,2431,3452,Summer
2025-10-07,Vitamin C,South,93,33,3069,3293,2843,Spring
2025-10-07,Antibiotic,North,232,15,3480,1093,2855,Winter
2025-10-07,Pain Relief,North,157,27,4239,2056,852,Summer
2025-10-07,Cough Syrup,North,281,50,14050,420,2555,Monsoon
2025-10-08,Paracetamol,North,259,46,11914,1116,599,Monsoon
2025-10-08,Insulin,East,241,49,11809,4283,2350,Spring
2025-10-08,Vitamin C,West,262,26,6812,3562,1185,Summer
2025-10-08,Antibiotic,East,207,31,6417,3664,3305,Summer
2025-10-08,Pain Relief,North,250,17,4250,3936,2420,Spring
2025-10-08,Cough Syrup,East,140,10,1400,1328,4771,Monsoon
2025-10-09,Paracetamol,South,166,22,3652,881,4647,Summer
